,age,gender,emailContactable,postalContactable,postalCode,numberChildren,reactivationValue,toothBrushType,MrPropreTrier,AntikalTrier,ArielTrier,DashTrier,scentLover,petOwner,ecoInterest,washDishes,liquidDetergent,podsDetergent,powderDetergent,pc_score,postalScore,score_event
8937,35,1,1,1,36,2,4,0,0,0,1,1,0,1,3,0,0,0,0,2,57,0
8938,55,1,1,1,75,3,4,0,1,0,1,0,0,0,1,0,0,1,0,3,128,0
8939,55,0,1,1,41,1,4,1,0,0,1,1,0,0,3,0,0,0,0,3,67,0
8940,65,1,1,1,84,0,4,1,0,0,1,1,0,1,3,1,0,0,0,3,82,12
8941,45,1,0,1,36,3,2,1,0,0,0,0,0,1,3,1,1,0,0,2,57,0
8942,35,1,1,1,56,0,3,0,0,0,0,0,2,1,2,0,0,1,0,1,124,0
8943,25,1,1,1,28,0,4,0,0,0,0,0,0,1,1,0,1,0,0,2,98,0
8944,65,1,1,1,51,3,4,1,1,1,0,0,0,1,1,1,1,0,0,2,168,0
8945,35,1,1,1,53,3,4,1,0,0,0,1,0,1,0,1,0,0,1,1,51,0
8946,35,1,1,1,76,1,4,0,0,0,0,0,0,0,3,1,1,0,0,3,282,0
8947,35,1,1,1,62,2,3,0,0,0,0,0,2,0,1,1,1,0,0,4,616,0
8948,25,1,0,0,73,0,4,1,0,0,0,0,0,1,0,0,1,0,0,2,49,0
8949,25,1,1,1,69,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,235,0
8950,35,1,1,1,38,2,4,0,0,0,0,1,0,1,0,1,0,0,0,4,165,0
8951,45,1,1,1,28,5,2,0,0,0,0,0,0,1,0,1,0,1,0,2,98,0
8952,25,1,0,1,61,0,3,0,0,0,0,0,0,1,1,0,1,0,0,3,70,0
8953,55,1,1,1,80,1,4,0,1,0,1,1,0,1,2,0,0,1,0,3,216,3
8954,45,1,1,1,2,0,4,0,0,0,1,0,1,1,3,0,0,0,0,3,209,0
8955,55,1,1,1,51,3,4,1,0,0,0,0,0,1,0,1,1,0,0,2,168,2
8956,25,1,1,1,54,1,4,1,0,0,1,0,0,1,1,0,1,0,0,3,154,2
8957,45,1,1,1,34,0,4,1,0,0,0,1,0,0,3,0,0,1,0,4,192,1
8958,35,1,1,1,59,4,4,0,0,0,1,1,0,1,0,0,1,0,0,4,808,0
8959,45,0,1,1,89,0,1,0,0,0,0,0,1,1,1,0,0,1,0,3,75,0
8960,65,1,1,1,59,0,4,0,1,0,1,0,1,0,3,0,0,1,0,4,808,1
8961,35,1,1,1,27,2,4,1,1,0,0,0,0,1,3,1,1,0,0,3,150,1
8962,45,1,1,1,28,2,4,0,0,1,1,1,3,1,2,1,1,0,0,2,98,0
8963,35,1,1,1,44,5,4,0,0,0,1,1,0,0,0,0,0,1,0,2,260,1
8964,45,1,1,1,6,1,4,0,0,0,1,1,0,1,1,1,1,0,0,4,129,0
8965,55,1,1,1,59,0,4,0,0,1,1,1,0,0,3,0,0,0,1,4,808,2
8966,35,1,0,1,78,1,2,0,0,0,0,0,0,0,2,0,0,1,0,3,238,0
8967,35,1,1,1,26,1,4,0,0,0,1,1,0,1,0,1,1,0,0,3,70,4
8968,35,1,0,1,6,1,2,1,0,0,0,1,0,0,1,0,1,0,0,4,129,0
8969,25,1,1,1,44,0,4,1,0,0,0,0,0,1,1,0,0,0,1,2,260,2
8970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
8971,25,1,1,0,33,0,4,0,1,0,1,1,0,1,1,1,0,1,0,2,296,2
8972,35,1,1,1,33,2,4,1,0,0,0,0,0,1,1,1,0,0,0,2,296,0
8973,35,1,1,1,59,5,3,0,0,0,0,1,0,1,1,0,1,0,0,4,808,0
8974,55,1,1,1,62,1,4,0,1,0,1,1,0,1,4,0,0,1,0,4,616,5
8975,35,1,1,1,94,0,4,0,0,0,0,0,0,0,1,0,0,1,0,3,199,2
8976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
8977,65,1,1,1,93,0,4,0,0,0,1,1,0,0,3,0,0,1,0,3,242,0
8978,55,1,1,1,77,1,4,0,0,0,1,1,0,1,1,1,1,0,0,3,232,0
8979,65,0,1,1,45,1,4,0,0,0,1,0,0,1,0,0,1,0,0,3,178,0
8980,35,1,1,1,64,0,3,1,0,1,1,1,1,1,3,0,0,0,0,1,80,0
8981,45,1,1,1,42,2,4,0,0,0,0,0,0,1,1,1,1,0,0,1,115,0
8982,55,1,1,1,84,1,2,1,0,0,0,0,0,0,2,0,1,0,0,3,82,0
8983,35,1,1,1,29,2,4,1,0,0,1,0,2,1,2,0,0,0,1,1,188,0
8984,25,1,1,1,59,2,4,1,0,0,0,0,0,0,0,0,0,1,0,4,808,0
8985,55,1,1,1,71,0,4,1,0,0,1,1,3,0,2,0,0,1,0,2,79,2
8986,35,1,1,1,13,1,2,0,0,0,0,0,0,0,1,1,1,0,0,2,216,0
8987,25,1,0,1,50,2,4,1,0,0,0,0,0,1,0,0,1,0,0,1,83,0
8988,45,1,1,1,39,3,4,0,0,0,0,0,0,0,4,0,0,1,0,3,45,0
8989,35,1,1,1,33,2,4,1,0,0,0,0,0,0,2,1,1,0,0,2,296,0
8990,35,0,1,1,39,0,4,1,0,0,0,0,1,0,1,1,1,0,0,3,45,2
8991,45,0,1,1,1,2,3,0,0,0,1,0,0,1,3,1,0,1,0,3,87,0
8992,55,1,1,1,59,2,4,0,0,0,0,0,2,0,0,0,1,0,0,4,808,0
8993,45,1,1,1,44,1,4,0,0,0,1,1,3,1,2,0,1,0,0,2,260,0
8994,45,1,1,1,57,4,2,0,1,1,1,1,0,1,0,1,0,0,1,4,212,0
8995,45,1,1,1,85,2,4,1,1,0,1,0,0,0,3,0,0,1,0,2,121,0
8996,35,1,1,1,59,4,4,0,0,0,0,0,1,0,0,0,1,0,0,4,808,0
8997,45,1,1,1,54,0,4,1,0,0,1,0,3,0,1,0,0,0,1,3,154,0
8998,55,0,0,1,59,1,3,1,0,0,0,0,0,1,3,0,1,0,0,4,808,0
8999,55,1,1,1,48,0,4,0,0,0,0,0,0,0,4,1,0,1,0,1,4,4
9000,45,1,1,1,63,0,4,0,1,0,1,1,2,0,3,0,0,1,0,1,115,2
9001,25,0,1,1,40,0,4,0,0,0,1,1,0,1,0,1,1,0,0,2,76,0
9002,45,0,1,1,79,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,70,2
9003,35,1,1,1,2,1,4,0,1,0,1,1,0,0,1,0,0,1,0,3,209,0
9004,55,1,1,1,53,3,4,0,0,0,0,1,0,1,3,1,1,0,0,1,51,2
9005,25,1,1,0,87,1,4,1,0,0,0,1,0,1,3,0,0,0,0,1,60,0
9006,55,1,1,1,76,1,4,0,0,0,0,0,2,1,0,0,0,1,0,3,282,0
9007,25,1,1,1,88,3,2,0,0,0,0,0,0,0,1,0,0,1,0,1,68,0
9008,35,1,1,1,59,0,4,0,0,0,0,0,0,1,4,0,1,0,0,4,808,0
9009,55,1,1,1,59,0,2,0,0,0,0,0,2,1,2,0,1,0,0,4,808,0
9010,55,1,1,1,2,0,4,1,0,0,0,0,0,0,3,0,0,0,0,3,209,1
9011,45,1,1,1,86,2,4,0,1,0,0,0,2,0,3,0,1,0,0,2,103,0
9012,65,1,1,1,60,0,4,0,0,0,0,0,1,1,0,0,1,0,0,4,259,2
9013,45,1,0,1,59,2,3,0,0,0,0,0,3,1,3,1,1,0,0,4,808,0
9014,35,1,1,1,92,0,3,0,0,0,0,0,0,1,1,0,0,1,0,3,193,0
9015,45,0,1,1,56,0,4,0,0,0,0,0,0,0,1,0,0,1,0,1,124,0
9016,25,1,1,1,44,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,260,5
9017,45,1,1,1,93,1,4,0,1,0,1,1,0,1,1,0,0,1,0,3,242,5
9018,45,1,1,1,72,2,4,0,1,0,1,1,0,0,3,1,0,1,0,3,148,1
9019,35,1,1,1,51,2,2,0,0,0,0,0,2,1,0,0,1,0,0,2,168,0
9020,35,1,1,1,87,3,4,1,0,0,1,0,0,1,0,1,0,1,0,1,60,3
9021,25,1,1,0,53,5,2,1,0,0,0,0,0,0,1,1,1,0,0,1,51,0
9022,35,1,1,1,59,4,4,0,0,0,0,0,0,1,0,1,0,1,0,4,808,0
9023,35,1,1,1,76,5,2,0,0,0,0,0,0,0,0,0,1,0,0,3,282,0
9024,35,1,0,1,46,2,4,1,0,0,0,0,0,1,0,1,1,0,0,2,18,0
9025,25,1,1,1,44,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,260,0
9026,45,1,1,1,61,2,4,1,1,0,1,1,2,1,0,1,1,0,0,3,70,0
9027,45,1,1,1,70,2,1,1,0,0,1,1,3,1,0,1,0,1,0,1,55,0
9028,45,1,1,1,33,2,4,0,0,0,1,0,0,1,0,1,0,1,0,2,296,3
9029,25,1,1,1,2,0,3,0,0,0,1,0,0,1,3,0,1,0,0,3,209,0
9030,65,1,1,1,77,0,4,0,1,0,0,0,0,0,3,0,1,0,0,3,232,2
9031,35,1,1,1,59,3,4,0,0,0,0,0,0,1,3,0,0,1,0,4,808,0
9032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
9033,45,1,1,1,38,3,4,0,0,0,0,1,0,1,0,0,1,0,0,4,165,2
9034,55,1,1,1,83,1,4,1,0,1,1,1,2,1,1,0,1,0,0,3,120,0
9035,45,0,1,1,30,2,4,1,0,0,0,0,0,1,0,1,1,0,0,3,124,1
9036,45,1,1,1,29,0,3,0,0,0,0,0,2,1,2,1,1,0,0,1,188,0
9037,35,1,1,1,78,3,4,0,0,0,0,1,2,0,1,0,0,1,0,3,238,1
9038,45,1,1,1,60,3,4,0,1,0,0,0,0,1,3,1,0,1,0,4,259,0
9039,65,1,1,1,92,2,4,0,0,0,0,1,0,0,0,1,0,1,0,3,193,3
9040,45,1,1,1,94,3,4,0,0,0,1,1,3,0,1,0,1,0,0,3,199,0
9041,25,1,1,1,2,1,3,0,0,0,0,0,0,1,3,0,1,0,0,3,209,0
9042,55,1,1,1,7,0,4,0,0,0,1,0,0,1,0,0,1,0,0,2,36,3
9043,55,1,1,1,83,2,4,0,0,1,1,1,0,1,1,0,0,1,0,3,120,0
9044,25,1,1,1,62,0,3,0,0,0,1,0,0,1,1,1,1,0,0,4,616,0
9045,55,1,1,1,33,0,4,1,0,0,1,1,0,1,2,1,1,0,0,2,296,0
9046,25,1,1,1,37,0,3,0,0,0,1,1,0,1,2,0,1,0,0,2,148,0
9047,55,1,1,1,75,0,4,0,0,0,0,1,3,0,0,0,0,1,0,3,128,0
9048,45,1,1,1,62,3,2,0,0,0,1,1,0,1,3,0,1,0,0,4,616,0
9049,35,1,1,0,2,3,4,0,1,0,1,1,0,0,0,0,1,0,0,3,209,0
9050,45,1,1,1,1,2,2,1,0,0,0,0,0,0,3,1,0,1,0,3,87,0
9051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
9052,45,1,1,1,62,3,2,0,0,0,0,0,0,1,0,0,1,0,0,4,616,0
9053,85,1,1,1,33,0,3,0,0,0,1,1,1,1,0,0,0,1,0,2,296,0
9054,35,1,1,1,59,1,4,0,0,0,0,0,0,1,3,0,1,0,0,4,808,2
9055,45,1,1,1,29,2,4,0,1,0,1,1,0,1,2,1,1,0,0,1,188,0
9056,35,1,1,1,35,0,3,1,0,0,0,0,1,1,0,0,0,1,0,1,170,0
9057,25,1,1,1,62,0,4,1,1,0,0,0,0,0,1,1,1,0,0,4,616,1
9058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
9059,45,1,1,1,94,2,2,1,0,0,0,0,0,1,2,1,0,1,0,3,199,0
9060,45,1,1,1,33,0,4,0,0,0,1,1,0,1,3,1,1,0,0,2,296,4
9061,25,1,1,1,51,1,3,0,0,0,0,0,0,1,2,0,0,1,0,2,168,0
9062,65,1,1,1,35,0,4,0,0,0,0,0,0,1,0,0,0,1,0,1,170,0
9063,45,1,1,1,64,2,4,1,1,1,1,1,0,0,0,0,1,0,0,1,80,0
9064,35,0,1,1,93,2,4,1,0,0,0,0,0,1,1,0,1,0,0,3,242,2
9065,35,1,0,0,94,1,2,1,0,0,1,1,0,0,0,0,0,1,0,3,199,0
9066,45,1,1,1,66,3,4,1,0,0,1,1,2,0,3,1,1,0,0,3,73,2
9067,35,0,1,1,35,1,4,1,0,0,0,0,0,1,2,0,1,0,0,1,170,1
9068,45,1,1,1,89,2,4,0,1,0,1,1,1,1,2,1,1,0,0,3,75,0
9069,45,1,1,1,80,2,4,1,1,0,1,1,1,1,3,1,0,1,0,3,216,6
9070,25,1,1,1,30,0,4,0,0,0,1,1,0,0,0,1,0,1,0,3,124,0
9071,35,1,1,1,59,2,4,0,0,0,1,1,1,1,0,0,1,0,0,4,808,0
9072,45,0,1,1,59,0,4,0,1,1,1,1,0,0,1,0,1,0,0,4,808,0
9073,45,0,1,1,38,2,2,1,0,0,0,0,2,0,1,1,0,0,0,4,165,0
9074,45,1,1,1,45,1,4,0,0,1,0,0,1,1,3,1,0,1,0,3,178,0
9075,25,1,0,1,37,1,4,0,0,0,0,0,0,0,0,0,1,0,0,2,148,0
9076,45,1,1,1,92,1,4,1,1,0,0,0,3,0,1,0,0,0,1,3,193,0
9077,75,1,1,1,50,0,4,1,0,0,0,0,0,1,1,1,0,1,0,1,83,0
9078,35,1,1,1,62,1,4,0,1,0,1,1,0,1,3,0,0,1,0,4,616,0
9079,25,1,0,0,51,1,4,0,0,0,1,0,0,0,0,0,1,0,0,2,168,0
9080,35,1,1,1,10,1,4,0,1,1,1,1,0,0,4,1,0,1,0,3,87,3
9081,55,1,1,1,72,0,4,0,0,0,0,0,2,0,1,0,0,0,1,3,148,2
9082,35,1,1,1,61,3,2,0,0,0,0,0,0,1,1,1,1,0,0,3,70,0
9083,35,1,1,1,59,2,2,0,0,0,0,0,0,1,0,1,0,1,0,4,808,0
9084,55,1,1,0,14,0,4,0,0,0,0,0,0,1,1,1,0,1,0,3,115,0
9085,35,1,1,1,78,2,2,1,1,1,1,1,0,0,0,0,0,1,0,3,238,0
9086,35,1,1,1,63,0,3,1,0,0,0,0,0,1,4,1,0,0,0,1,115,0
9087,55,1,0,0,94,1,4,0,0,0,1,1,0,0,1,1,0,1,0,3,199,0
9088,45,1,1,1,59,2,4,0,1,0,1,1,1,1,2,0,0,1,0,4,808,0
9089,35,0,1,1,73,0,4,1,0,0,1,0,1,0,1,0,1,0,0,2,49,2
9090,35,1,1,1,97,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2
9091,55,1,1,1,56,0,4,1,0,0,0,1,0,1,2,0,0,0,0,1,124,0
9092,35,1,1,0,67,2,4,1,0,0,0,0,0,0,3,0,1,0,0,2,169,0
9093,65,1,1,1,60,0,4,1,0,0,0,0,0,0,4,0,1,0,0,4,259,0
9094,45,1,1,1,92,1,2,0,0,0,0,0,0,0,0,0,0,1,0,3,193,0
9095,65,1,1,1,17,0,4,0,0,0,1,1,0,0,2,1,1,0,0,3,106,0
9096,45,0,1,1,59,3,4,1,0,0,0,0,2,0,1,1,0,1,0,4,808,0
9097,35,1,0,1,93,2,4,0,0,0,0,1,3,0,0,1,1,0,0,3,242,3
9098,35,1,1,1,69,0,2,0,0,0,0,0,2,0,1,0,1,0,0,2,235,0
9099,25,1,1,1,42,3,4,0,0,0,1,0,0,0,1,1,1,0,0,1,115,6
9100,25,1,0,1,63,1,3,1,0,0,0,0,0,1,2,1,1,0,0,1,115,0
9101,35,1,1,1,44,2,4,1,0,0,0,1,0,1,1,0,1,0,0,2,260,2
9102,65,0,1,1,35,0,4,0,1,0,1,0,0,1,0,1,0,1,0,1,170,9
9103,35,1,1,1,91,2,2,0,0,0,0,0,0,1,3,0,1,0,0,3,207,0
9104,45,1,1,1,64,1,2,1,0,0,0,0,0,1,3,0,1,0,0,1,80,1
9105,65,0,1,1,62,1,2,0,0,0,0,1,2,1,0,1,1,0,0,4,616,0
9106,45,1,1,0,51,2,4,1,0,0,0,0,0,0,1,0,1,0,0,2,168,13
9107,35,1,1,1,45,3,4,0,0,0,1,0,1,0,0,1,1,0,0,3,178,0
9108,25,1,1,1,13,1,4,1,0,0,1,1,0,0,1,0,0,0,1,2,216,0
9109,25,1,1,1,59,1,3,1,1,1,1,0,0,1,1,1,1,0,0,4,808,0
9110,35,1,1,1,22,5,4,0,0,0,0,0,0,1,0,0,1,0,0,1,102,0
9111,35,1,1,1,80,3,2,1,0,0,0,0,0,1,0,1,1,0,0,3,216,0
9112,45,1,1,1,45,2,4,0,0,0,0,0,0,1,0,0,1,0,0,3,178,4
9113,35,1,1,1,62,0,4,0,0,1,1,1,0,1,4,1,0,1,0,4,616,0
9114,45,1,1,1,44,0,4,0,1,1,1,1,0,0,2,0,0,1,0,2,260,2
9115,45,1,1,1,57,4,2,0,0,0,0,0,2,0,4,1,1,0,0,4,212,0
9116,45,1,1,1,93,0,2,0,0,0,1,1,0,1,0,0,0,1,0,3,242,0
9117,55,1,1,1,44,1,4,0,0,0,1,0,0,0,3,1,1,0,0,2,260,2
9118,45,1,1,1,2,2,4,1,1,0,1,1,0,0,0,1,0,1,0,3,209,0
9119,35,1,1,1,68,3,4,1,1,0,1,1,1,0,0,1,0,1,0,2,113,11
9120,45,0,1,1,95,4,4,1,0,0,0,0,0,1,2,0,0,0,1,4,200,2
9121,55,1,0,1,67,2,4,1,0,0,1,1,0,0,2,0,1,0,0,2,169,2
9122,55,1,1,1,60,0,4,0,0,0,0,0,0,1,0,1,1,0,0,4,259,0
9123,35,1,1,1,76,5,4,0,0,0,0,1,0,1,3,0,1,0,0,3,282,0
9124,35,1,1,1,34,2,2,0,0,0,0,0,2,1,3,1,1,0,0,4,192,0
9125,35,1,1,1,17,2,4,0,0,0,1,1,0,0,2,0,1,0,0,3,106,0
9126,25,1,1,1,72,2,4,0,0,0,0,0,0,1,0,1,1,0,0,3,148,0
9127,35,1,1,1,94,2,4,0,0,0,1,1,2,0,1,0,0,1,0,3,199,0
9128,45,0,1,1,57,0,4,0,0,0,0,0,0,0,0,0,0,1,0,4,212,0
9129,65,0,1,1,56,2,4,1,0,0,0,1,0,0,0,0,0,1,0,1,124,0
9130,35,1,1,1,80,1,4,0,0,0,1,0,0,0,0,0,1,0,0,3,216,0
9131,65,1,1,1,11,0,3,1,0,0,1,0,0,0,0,1,1,0,0,3,77,0
9132,45,1,1,1,59,2,4,1,0,0,0,0,2,1,3,0,0,1,0,4,808,0
9133,45,0,1,1,44,0,4,0,0,0,0,0,0,0,1,0,1,0,0,2,260,0
9134,45,1,1,1,55,3,2,0,1,0,1,1,1,1,0,0,1,0,0,3,51,0
9135,35,1,0,1,94,1,3,1,0,0,0,0,0,0,1,0,0,1,0,3,199,0
9136,35,1,1,1,2,1,4,0,0,0,0,0,0,0,0,1,1,0,0,3,209,2
9137,55,1,1,1,67,1,4,0,0,0,1,1,2,0,2,1,0,1,0,2,169,1
9138,35,1,1,1,56,1,4,0,0,0,0,0,0,1,0,0,0,1,0,1,124,0
9139,35,1,0,0,78,0,3,1,0,0,0,0,0,0,2,1,1,0,0,3,238,0
9140,35,1,1,1,49,2,2,0,0,0,1,0,1,1,4,0,0,1,0,1,126,0
9141,65,1,1,1,60,0,4,0,0,0,1,0,1,1,0,0,1,0,0,4,259,0
9142,45,1,1,1,61,1,4,0,0,0,0,0,0,1,3,1,1,0,0,3,70,2
9143,45,1,1,1,91,1,3,1,0,0,0,0,3,1,2,1,1,0,0,3,207,0
9144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
9145,45,1,1,1,62,0,4,0,0,0,0,1,0,1,2,0,0,1,0,4,616,0
9146,55,1,1,0,59,1,4,0,1,0,1,1,0,0,0,0,0,1,0,4,808,0
9147,35,1,1,1,76,1,3,1,0,0,0,0,0,0,1,0,0,1,0,3,282,0
9148,35,1,0,1,63,0,4,1,0,0,0,0,0,1,0,1,1,0,0,1,115,0
9149,45,1,1,1,62,2,4,0,0,1,1,1,0,0,0,1,0,1,0,4,616,0
9150,55,1,1,1,76,0,4,1,0,0,0,1,0,1,0,0,0,1,0,3,282,0
9151,45,1,1,1,44,0,4,0,0,0,0,0,2,0,0,0,1,0,0,2,260,0
9152,15,1,1,1,83,0,3,0,0,0,1,1,0,1,0,0,0,1,0,3,120,0
9153,45,1,1,1,83,0,1,1,0,0,0,0,3,1,2,1,0,1,0,3,120,0
9154,35,1,1,1,94,2,4,0,0,0,0,0,0,0,0,0,0,1,0,3,199,3
9155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0
9156,35,1,0,1,74,0,3,0,0,0,0,0,2,0,3,0,1,0,0,2,77,0
9157,55,1,1,1,93,0,4,0,0,0,0,1,0,1,1,0,1,0,0,3,242,2
9158,65,0,1,1,26,0,4,1,0,0,0,1,0,0,1,1,1,0,0,3,70,0
9159,35,1,1,1,77,3,4,0,0,0,0,0,0,0,0,1,1,0,0,3,232,0
9160,35,1,1,1,16,0,4,1,0,0,1,1,0,1,0,1,1,0,0,2,60,0
9161,45,1,1,1,75,0,2,0,0,0,1,1,3,0,0,0,0,0,0,3,128,0
9162,55,1,1,1,22,2,4,0,1,0,1,1,0,1,3,0,1,0,0,1,102,0
9163,45,1,1,1,29,2,3,0,0,0,0,1,0,1,3,0,0,1,0,1,188,0
9164,45,1,1,1,62,3,4,0,0,0,0,0,1,1,0,0,0,1,0,4,616,0
9165,25,1,1,1,83,1,4,0,0,0,0,1,0,0,1,0,0,1,0,3,120,0
9166,65,1,1,1,59,1,4,0,0,1,1,1,0,0,0,0,1,0,0,4,808,3
9167,25,1,1,1,56,1,4,1,1,0,1,1,0,1,1,0,1,0,0,1,124,1
9168,45,1,1,1,80,1,4,0,1,0,1,1,0,1,0,0,1,0,0,3,216,1
9169,25,1,1,1,40,1,4,0,0,0,1,1,0,1,0,0,0,1,0,2,76,0
9170,65,1,1,1,47,3,4,1,0,0,1,1,1,1,3,1,0,1,0,1,53,0
9171,35,1,1,1,3,2,4,1,0,0,1,1,0,1,0,0,1,0,0,1,60,0
9172,65,1,1,0,68,0,4,1,0,0,1,1,0,1,0,0,1,0,0,2,113,2
9173,45,1,1,1,61,1,1,0,0,0,0,1,3,1,3,0,0,1,0,3,70,0
9174,65,1,1,1,10,0,4,0,0,1,1,1,0,1,0,0,0,1,0,3,87,0
9175,35,1,1,1,11,2,2,0,0,0,0,0,1,0,4,0,0,1,0,3,77,0
9176,45,1,1,1,78,0,3,0,0,0,0,0,3,0,1,0,0,1,0,3,238,0
9177,55,0,1,1,49,2,4,1,0,0,0,0,0,0,2,1,1,0,0,1,126,1
9178,55,1,1,1,62,0,4,0,0,0,1,1,1,1,0,1,0,1,0,4,616,0
9179,45,1,1,1,69,0,4,0,0,0,0,0,3,0,0,0,0,1,0,2,235,0
9180,45,0,1,1,92,5,4,1,1,0,1,1,0,1,1,0,1,0,0,3,193,2
9181,55,1,1,1,51,2,4,1,0,1,1,1,1,0,1,0,1,0,0,2,168,0
9182,25,1,1,1,62,0,1,0,0,0,0,0,0,1,0,1,1,0,0,4,616,0
9183,55,1,1,1,89,0,4,0,0,0,1,1,3,1,0,0,0,1,0,3,75,0
9184,45,1,1,1,93,3,4,0,1,0,1,1,0,0,0,1,1,0,0,3,242,8
9185,65,1,1,1,92,0,4,1,0,0,0,0,1,0,3,1,0,1,0,3,193,1
9186,35,1,1,0,53,5,4,0,0,0,1,0,0,1,3,0,0,1,0,1,51,0
9187,35,1,1,1,93,3,4,0,0,0,1,1,1,1,1,0,1,0,0,3,242,1
9188,65,1,1,1,76,2,4,1,0,0,1,1,1,0,4,1,0,1,0,3,282,0
9189,35,1,1,1,14,2,3,0,1,0,0,0,0,1,0,0,1,0,0,3,115,0
9190,35,1,1,1,70,1,2,1,0,0,1,0,0,0,0,1,1,0,0,1,55,0
9191,55,1,1,1,7,2,4,0,0,0,0,0,0,1,3,0,0,0,0,2,36,0
9192,45,1,1,1,59,2,4,0,1,1,1,1,1,1,1,0,0,1,0,4,808,0
9193,65,1,1,1,59,0,3,0,0,0,1,0,0,1,3,0,0,1,0,4,808,0
9194,35,1,1,1,69,0,4,0,0,0,0,0,0,1,2,0,1,0,0,2,235,0
9195,45,1,1,1,74,2,4,0,0,0,0,0,0,1,2,1,0,1,0,2,77,0
9196,35,1,1,1,43,3,4,1,0,0,0,0,2,1,0,0,1,0,0,1,35,0
9197,25,1,1,1,80,1,4,1,1,1,1,1,0,1,0,1,0,1,0,3,216,0
9198,55,1,1,1,93,3,3,0,0,0,0,0,2,0,1,1,0,1,0,3,242,0
9199,45,1,1,1,62,1,4,0,1,0,1,1,0,1,4,0,0,0,0,4,616,3
9200,35,1,1,1,86,2,4,1,0,0,0,0,0,0,0,1,1,0,0,2,103,0
9201,55,1,1,1,34,5,4,1,0,0,1,1,2,1,0,0,1,0,0,4,192,0
9202,55,1,1,1,60,1,4,0,0,0,1,1,0,0,0,0,1,0,0,4,259,0
9203,55,1,1,1,11,1,4,0,0,0,1,0,0,1,0,1,0,1,0,3,77,0
9204,45,1,1,1,54,2,4,0,0,0,1,0,1,1,0,0,0,1,0,3,154,0
9205,45,1,1,1,77,0,4,0,1,0,0,0,1,1,3,0,0,1,0,3,232,0
9206,35,1,0,1,13,1,3,0,0,0,0,0,0,1,0,0,1,0,0,2,216,0
9207,35,1,1,1,31,2,2,0,0,0,1,1,0,0,1,0,1,0,0,2,200,0
9208,35,1,1,1,93,1,3,0,0,0,0,0,0,1,0,0,0,1,0,3,242,0
9209,45,1,1,1,42,1,4,1,1,0,1,0,0,1,3,1,0,1,0,1,115,0
9210,55,1,1,1,88,2,4,0,0,0,1,1,0,1,3,1,1,0,0,1,68,2
9211,45,1,1,1,59,0,4,1,0,0,1,0,0,1,3,0,1,0,0,4,808,1
9212,65,0,1,1,69,5,4,1,0,0,0,0,2,0,1,0,0,1,0,2,235,0
9213,45,1,1,1,93,0,4,0,0,0,0,0,2,1,0,0,0,0,1,3,242,2
9214,55,1,1,1,92,5,2,1,0,0,1,1,3,0,0,1,1,0,0,3,193,0
9215,45,1,1,1,2,4,3,1,0,0,0,0,0,1,0,1,1,0,0,3,209,0
9216,45,1,1,1,62,3,3,0,0,0,1,0,0,1,3,1,1,0,0,4,616,0
9217,35,1,1,1,91,0,4,0,0,0,1,1,0,0,2,0,0,1,0,3,207,0
9218,35,0,1,1,41,3,2,0,0,0,0,0,0,1,0,0,1,0,0,3,67,0
9219,45,1,1,0,83,2,4,0,0,0,0,0,0,1,4,0,0,1,0,3,120,0
9220,45,1,0,1,68,0,4,0,0,0,0,0,0,0,2,0,1,0,0,2,113,0
9221,35,1,1,1,59,1,4,1,0,0,0,0,0,1,3,1,1,0,0,4,808,6
9222,45,1,1,1,27,3,4,0,1,1,1,1,3,1,3,1,1,0,0,3,150,1
9223,35,1,1,1,68,3,4,0,0,0,1,1,0,1,0,0,0,1,0,2,113,0
9224,35,1,1,1,31,0,4,0,0,0,0,0,0,1,0,1,0,1,0,2,200,2
9225,45,1,1,1,22,2,4,0,1,0,0,0,1,0,3,0,1,0,0,1,102,0
9226,35,1,1,1,2,1,4,0,0,0,1,0,0,1,1,1,1,0,0,3,209,0
9227,45,1,1,1,77,2,4,1,0,0,0,0,0,1,3,1,0,0,1,3,232,1
9228,35,1,1,1,31,5,4,0,0,0,0,1,0,0,3,1,1,0,0,2,200,1
9229,45,1,1,1,91,0,4,0,1,1,1,1,0,0,2,0,1,0,0,3,207,2
9230,75,1,1,1,26,0,4,0,0,0,0,1,0,1,2,0,0,1,0,3,70,0
9231,45,1,1,0,59,1,3,0,0,0,0,0,2,0,4,1,1,0,0,4,808,0
